Año,Universidad,Carrera,H,M,Matricula
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN RELACIONES INTERNACIONALES,101,193,294
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN RELACIONES MULTICULTURALES,14,42,56
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN TEATRO,17,48,65
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN TECNOLOGÍAS DE INFORMACIÓN Y NEGOCIOS,5,1,6
2022,IESGA INSTITUTO DE ESTUDIOS SUPERIORES EN GESTIÓN Y ADMINISTRACIÓN,LICENCIATURA EN GESTIÓN PÚBLICA Y COMUNICACIÓN INSTITUCIONAL,4,6,10
2022,IESGA INSTITUTO DE ESTUDIOS SUPERIORES EN GESTIÓN Y ADMINISTRACIÓN,LICENCIATURA EN MERCADOTECNIA E IMAGEN,3,4,7
2022,IN-Q-BA FORMACIÓN DE EMPRENDEDORES,LICENCIATURA EN CREACIÓN DE EMPRESAS Y DIRECCIÓN DE OPERACIONES,10,13,23
2022,IN-Q-BA FORMACIÓN DE EMPRENDEDORES,LICENCIATURA EN CREACIÓN DE EMPRESAS Y DIRECCIÓN FINANCIERA,12,11,23
2022,IN-Q-BA FORMACIÓN DE EMPRENDEDORES,LICENCIATURA EN CREACIÓN Y DIRECCIÓN DE EMPRESAS,99,55,154
2022,INSTITUTO ANGLOAMERICANO DE PUEBLA,LICENCIATURA EN IDIOMAS EN EL ÁREA DE DOCENCIA,2,2,4
2022,INSTITUTO ANGLOAMERICANO DE PUEBLA,LICENCIATURA EN IDIOMAS EN EL ÁREA DE TRADUCCIÓN,0,5,5
2022,INSTITUTO ANGLOAMERICANO DE PUEBLA,LICENCIATURA EN NUTRICIÓN,0,4,4
2022,INSTITUTO CULINARIO DE MÉXICO,"LICENCIATURA EN GASTRONOMÍA, CHEF",123,159,282
2022,INSTITUTO CULTURAL REFORMA,LICENCIATURA EN CONTADURÍA PÚBLICA,9,16,25
2022,INSTITUTO CULTURAL REFORMA,LICENCIATURA EN DERECHO,25,36,61
2022,INSTITUTO CULTURAL REFORMA,LICENCIATURA EN DESARROLLO INICIAL INFANTIL,0,47,47
2022,INSTITUTO DE ARTES VISUALES DEL ESTADO,LICENCIATURA EN ARTES PLÁSTICAS,209,157,366
2022,INSTITUTO DE ARTES VISUALES DEL ESTADO,LICENCIATURA EN INGENIERÍA GRÁFICA,67,38,105
2022,"INSTITUTO DE CIENCIAS FORENSES Y PERICIALES DEL ESTADO DE PUEBLA, S.C",LICENCIATURA EN CRIMINALÍSTICA Y CIENCIAS PERICIALES,68,118,186
2022,"INSTITUTO DE CIENCIAS FORENSES Y PERICIALES DEL ESTADO DE PUEBLA, S.C","LICENCIATURA EN CRIMINOLOGÍA, VICTIMOLOGÍA Y POLÍTICA CRIMINAL",33,59,92
2022,"INSTITUTO DE CIENCIAS JURÍDICAS DE PUEBLA, A.C.","ABOGADO, NOTARIO Y ACTUARIO",54,60,114
2022,"INSTITUTO DE CIENCIAS JURÍDICAS DE PUEBLA, A.C.",LICENCIATURA EN CIENCIAS POLÍTICAS,8,2,10
2022,"INSTITUTO DE CIENCIAS JURÍDICAS DE PUEBLA, A.C.",LICENCIATURA EN DERECHO,351,322,673
2022,"INSTITUTO DE CIENCIAS JURÍDICAS DE PUEBLA, A.C.",LICENCIATURA EN PSICOLOGÍA,10,41,51
2022,"INSTITUTO DE CIENCIAS JURÍDICAS DE PUEBLA, A.C.",LICENCIATURA EN RELACIONES INTERNACIONALES,40,62,102
2022,INSTITUTO DE COMUNICACIÓN ESPECIALIZADA,LICENCIATURA EN PRODUCCIÓN Y REALIZACIÓN AUDIOVISUAL,72,40,112
2022,INSTITUTO DE COMUNICACIÓN ESPECIALIZADA,LICENCIATURA EN PUBLICIDAD Y RELACIONES PÚBLICAS,19,28,47
2022,INSTITUTO DE ESTUDIOS AVANZADOS SIGLO XXI,"ABOGADO, NOTARIO Y ACTUARIO",105,132,237
2022,INSTITUTO DE ESTUDIOS AVANZADOS SIGLO XXI,LICENCIATURA EN COMUNICACIÓN,44,86,130
2022,INSTITUTO DE ESTUDIOS AVANZADOS SIGLO XXI,LICENCIATURA EN CRIMINOLOGÍA,35,42,77
2022,INSTITUTO DE ESTUDIOS AVANZADOS SIGLO XXI,LICENCIATURA EN LA ENSEÑANZA DEL INGLÉS,18,37,55
2022,INSTITUTO DE ESTUDIOS AVANZADOS SIGLO XXI,LICENCIATURA EN RELACIONES INTERNACIONALES,30,52,82
2022,INSTITUTO DE ESTUDIOS SUPERIORES DE INGENIERÍA EDUCATIVA,LICENCIATURA EN ACONDICIONAMIENTO FÍSICO Y RECREACIÓN,462,138,600
2022,INSTITUTO DE ESTUDIOS SUPERIORES DE LA SIERRA,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN ESPAÑOL,29,14,43
2022,INSTITUTO DE ESTUDIOS SUPERIORES DE LA SIERRA,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN MATEMÁTICAS,7,6,13
2022,"INSTITUTO DE ESTUDIOS SUPERIORES DE LA SIERRA, PLANTEL TEZIUTLÁN",LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS CON SISTEMAS INFORMÁTICOS,8,11,19
2022,"INSTITUTO DE ESTUDIOS SUPERIORES DE LA SIERRA, PLANTEL TEZIUTLÁN",LICENCIATURA EN ADMINISTRACIÓN TURÍSTICA Y HOTELERA,0,0,0
2022,"INSTITUTO DE ESTUDIOS SUPERIORES DE LA SIERRA, PLANTEL TEZIUTLÁN","LICENCIATURA EN ADMINISTRACIÓN TURÍSTICA, HOTELERA Y GASTRONÓMICA",16,29,45
2022,"INSTITUTO DE ESTUDIOS SUPERIORES DE LA SIERRA, PLANTEL TEZIUTLÁN",LICENCIATURA EN ADMINISTRACIÓN Y NEGOCIOS INTERNACIONALES,8,19,27
2022,"INSTITUTO DE ESTUDIOS SUPERIORES DE LA SIERRA, PLANTEL TEZIUTLÁN",LICENCIATURA EN ARQUITECTURA,28,6,34
2022,"INSTITUTO DE ESTUDIOS SUPERIORES DE LA SIERRA, PLANTEL TEZIUTLÁN",LICENCIATURA EN CIENCIAS DE LA COMUNICACIÓN,6,7,13
2022,"INSTITUTO DE ESTUDIOS SUPERIORES DE LA SIERRA, PLANTEL TEZIUTLÁN",LICENCIATURA EN COMERCIO INTERNACIONAL,1,2,3
2022,"INSTITUTO DE ESTUDIOS SUPERIORES DE LA SIERRA, PLANTEL TEZIUTLÁN",LICENCIATURA EN COMUNICACIONES,13,11,24
2022,"INSTITUTO DE ESTUDIOS SUPERIORES DE LA SIERRA, PLANTEL TEZIUTLÁN",LICENCIATURA EN CONTADURÍA PÚBLICA,15,45,60
2022,"INSTITUTO DE ESTUDIOS SUPERIORES DE LA SIERRA, PLANTEL TEZIUTLÁN",LICENCIATURA EN DERECHO,173,171,344
2022,"INSTITUTO DE ESTUDIOS SUPERIORES DE LA SIERRA, PLANTEL TEZIUTLÁN",LICENCIATURA EN DISEÑO GRÁFICO,6,3,9
2022,"INSTITUTO DE ESTUDIOS SUPERIORES DE LA SIERRA, PLANTEL TEZIUTLÁN",LICENCIATURA EN DISEÑO GRÁFICO DIGITAL,1,1,2
2022,"INSTITUTO DE ESTUDIOS SUPERIORES DE LA SIERRA, PLANTEL TEZIUTLÁN",LICENCIATURA EN ENFERMERÍA Y OBSTETRICIA,94,364,458
2022,"INSTITUTO DE ESTUDIOS SUPERIORES DE LA SIERRA, PLANTEL TEZIUTLÁN",LICENCIATURA EN INFORMÁTICA,4,5,9
2022,"INSTITUTO DE ESTUDIOS SUPERIORES DE LA SIERRA, PLANTEL TEZIUTLÁN",LICENCIATURA EN INGENIERÍA EN COMPUTACIÓN,2,0,2
2022,"INSTITUTO DE ESTUDIOS SUPERIORES DE LA SIERRA, PLANTEL TEZIUTLÁN",LICENCIATURA EN INGENIERÍA INDUSTRIAL,2,0,2
2022,"INSTITUTO DE ESTUDIOS SUPERIORES DE LA SIERRA, PLANTEL TEZIUTLÁN",LICENCIATURA EN INGENIERÍA MECÁNICA AUTOMOTRIZ,85,2,87
2022,"INSTITUTO DE ESTUDIOS SUPERIORES DE LA SIERRA, PLANTEL ZACAPOAXTLA",LICENCIATURA EN CONTADURÍA PÚBLICA,24,42,66
2022,"INSTITUTO DE ESTUDIOS SUPERIORES DE LA SIERRA, PLANTEL ZACAPOAXTLA",LICENCIATURA EN DERECHO,64,61,125
2022,"INSTITUTO DE ESTUDIOS SUPERIORES DE LA SIERRA, PLANTEL ZACAPOAXTLA",LICENCIATURA EN ENFERMERÍA Y OBSTETRICIA,97,343,440
2022,"INSTITUTO DE ESTUDIOS SUPERIORES DE LA SIERRA, PLANTEL ZACAPOAXTLA",LICENCIATURA EN MEDICINA VETERINARIA Y ZOOTECNIA,130,55,185
2022,INSTITUTO DE ESTUDIOS SUPERIORES DEL ESTADO,INGENIERÍA EN SISTEMAS COMPUTACIONALES,62,19,81
2022,INSTITUTO DE ESTUDIOS SUPERIORES DEL ESTADO,LICENCIATURA EN ARQUITECTURA,159,56,215
2022,INSTITUTO DE ESTUDIOS SUPERIORES DEL ESTADO,LICENCIATURA EN CONTADURÍA Y FINANZAS,51,137,188
2022,INSTITUTO DE ESTUDIOS SUPERIORES DEL ESTADO,LICENCIATURA EN DISEÑO GRÁFICO,98,62,160
2022,"INSTITUTO DE ESTUDIOS SUPERIORES EN ARQUITECTURA Y DISEÑO, A.C.",INGENIERÍA EN CIENCIAS DE LA COMPUTACIÓN,69,12,81
2022,"INSTITUTO DE ESTUDIOS SUPERIORES EN ARQUITECTURA Y DISEÑO, A.C.",LICENCIATURA EN ARQUITECTURA,178,83,261
2022,"INSTITUTO DE ESTUDIOS SUPERIORES EN ARQUITECTURA Y DISEÑO, A.C.",LICENCIATURA EN CIENCIAS DE LA COMUNICACIÓN,55,50,105
2022,"INSTITUTO DE ESTUDIOS SUPERIORES EN ARQUITECTURA Y DISEÑO, A.C.",LICENCIATURA EN DISEÑO GRÁFICO,60,90,150
2022,"INSTITUTO DE ESTUDIOS SUPERIORES EN ARQUITECTURA Y DISEÑO, A.C.",LICENCIATURA EN INGENIERÍA CIVIL,240,51,291
2022,"INSTITUTO DE ESTUDIOS SUPERIORES EN ARQUITECTURA Y DISEÑO, A.C.",LICENCIATURA EN INGENIERÍA INDUSTRIAL,105,35,140
2022,INSTITUTO DE ESTUDIOS SUPERIORES EN INGENIERÍA,LICENCIATURA EN INGENIERÍA MECÁNICA Y ELÉCTRICA,30,2,32
2022,INSTITUTO DE ESTUDIOS SUPERIORES EN INGENIERÍA,LICENCIATURA EN INGENIERÍA QUÍMICA,30,31,61
2022,INSTITUTO DE ESTUDIOS SUPERIORES ISIMA,LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS,4,8,12
2022,INSTITUTO DE ESTUDIOS SUPERIORES ISIMA,LICENCIATURA EN DERECHO,6,6,12
2022,INSTITUTO DE ESTUDIOS SUPERIORES ISIMA,LICENCIATURA EN GASTRONOMÍA,13,17,30
2022,INSTITUTO DE ESTUDIOS SUPERIORES ISIMA,LICENCIATURA EN INGENIERÍA MECÁNICA AUTOMOTRIZ,129,1,130
2022,INSTITUTO DE ESTUDIOS SUPERIORES SIATI,LICENCIATURA EN ADMINISTRACIÓN Y GESTIÓN,28,17,45
2022,INSTITUTO DE ESTUDIOS SUPERIORES SIATI,LICENCIATURA EN DERECHO,36,27,63
2022,"INSTITUTO DE ESTUDIOS UNIVERSITARIOS, A.C.",INGENIERÍA EN SISTEMAS COMPUTACIONALES,168,36,204
2022,"INSTITUTO DE ESTUDIOS UNIVERSITARIOS, A.C.",LICENCIATURA EN ADMINISTRACIÓN,113,132,245
2022,"INSTITUTO DE ESTUDIOS UNIVERSITARIOS, A.C.",LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS DE LA HOSPITALIDAD,5,9,14
2022,"INSTITUTO DE ESTUDIOS UNIVERSITARIOS, A.C.",LICENCIATURA EN ADMINISTRACIÓN DEL TALENTO HUMANO,5,5,10
2022,"INSTITUTO DE ESTUDIOS UNIVERSITARIOS, A.C.",LICENCIATURA EN ADMINISTRACIÓN PÚBLICA Y CIENCIAS POLÍTICAS,57,39,96
2022,"INSTITUTO DE ESTUDIOS UNIVERSITARIOS, A.C.",LICENCIATURA EN ADMINISTRACIÓN Y DIRECCIÓN ESTRATÉGICA,68,54,122
2022,"INSTITUTO DE ESTUDIOS UNIVERSITARIOS, A.C.",LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN,69,196,265
2022,"INSTITUTO DE ESTUDIOS UNIVERSITARIOS, A.C.",LICENCIATURA EN CONTADURÍA Y FINANZAS,106,127,233
2022,"INSTITUTO DE ESTUDIOS UNIVERSITARIOS, A.C.",LICENCIATURA EN CREACIÓN E INNOVACIÓN DE EMPRESAS,9,5,14
2022,"INSTITUTO DE ESTUDIOS UNIVERSITARIOS, A.C.","LICENCIATURA EN CRIMINOLOGÍA, VICTIMOLOGÍA Y POLÍTICA CRIMINAL",34,31,65
2022,"INSTITUTO DE ESTUDIOS UNIVERSITARIOS, A.C.",LICENCIATURA EN DERECHO,270,191,461
2022,"INSTITUTO DE ESTUDIOS UNIVERSITARIOS, A.C.",LICENCIATURA EN DIRECCIÓN DE MERCADOTECNIA,4,7,11
2022,"INSTITUTO DE ESTUDIOS UNIVERSITARIOS, A.C.",LICENCIATURA EN DISEÑO Y COMUNICACIÓN GRÁFICA,52,45,97
2022,"INSTITUTO DE ESTUDIOS UNIVERSITARIOS, A.C.",LICENCIATURA EN ECOTURISMO Y SUSTENTABILIDAD,6,16,22
2022,"INSTITUTO DE ESTUDIOS UNIVERSITARIOS, A.C.",LICENCIATURA EN FINANZAS Y ADMINISTRACIÓN BANCARIAS,10,4,14
2022,"INSTITUTO DE ESTUDIOS UNIVERSITARIOS, A.C.",LICENCIATURA EN GASTRONOMÍA,151,124,275
2022,"INSTITUTO DE ESTUDIOS UNIVERSITARIOS, A.C.",LICENCIATURA EN HISTORIA,13,11,24
2022,"INSTITUTO DE ESTUDIOS UNIVERSITARIOS, A.C.",LICENCIATURA EN INGENIERÍA EN SISTEMAS Y TECNOLOGÍAS DE LA INFORMACIÓN,42,7,49
2022,"INSTITUTO DE ESTUDIOS UNIVERSITARIOS, A.C.",LICENCIATURA EN LENGUA Y LITERATURA,22,30,52
2022,"INSTITUTO DE ESTUDIOS UNIVERSITARIOS, A.C.",LICENCIATURA EN MERCADOTECNIA DIGITAL Y COMMUNITY MANAGER,11,6,17
2022,"INSTITUTO DE ESTUDIOS UNIVERSITARIOS, A.C.",LICENCIATURA EN MERCADOTECNIA Y PUBLICIDAD,103,110,213
2022,"INSTITUTO DE ESTUDIOS UNIVERSITARIOS, A.C.",LICENCIATURA EN ORGANIZACIÓN Y RELACIONES PÚBLICAS PARA LA ALTA DIRECCIÓN,14,23,37
2022,"INSTITUTO DE ESTUDIOS UNIVERSITARIOS, A.C.",LICENCIATURA EN PSICOLOGÍA,14,40,54
2022,"INSTITUTO DE ESTUDIOS UNIVERSITARIOS, A.C.",LICENCIATURA EN TURISMO,43,93,136
2022,"INSTITUTO DE ESTUDIOS UNIVERSITARIOS, A.C.",LICENCIATURA EN VENTAS Y COMERCIALIZACIÓN,9,13,22
2022,INSTITUTO DE LENGUAS EL UNIVERSO DEL LENGUAJEA.C.,LICENCIATURA EN LENGUAS MODERNAS,1,11,12
2022,INSTITUTO DE LENGUAS EL UNIVERSO DEL LENGUAJEA.C.,LICENCIATURA EN TRADUCCIÓN DE LENGUAS MODERNAS,4,9,13
2022,INSTITUTO DE MÚSICA POPULAR TITO PUENTE,LICENCIATURA EN AUDIO Y PRODUCCIÓN MUSICAL,23,3,26
2022,INSTITUTO DE MÚSICA POPULAR TITO PUENTE,LICENCIATURA EN GASTRONOMÍA MEXICANA E INTERNACIONAL,1,1,2
2022,INSTITUTO DE MÚSICA POPULAR TITO PUENTE,LICENCIATURA EN MÚSICA POPULAR,101,22,123
2022,INSTITUTO DE NEGOCIOS EMPRESARIOS Y EMPRENDEDORES,LICENCIATURA EN DESARROLLO EMPRESARIAL E INCUBACIÓN DE NEGOCIOS,1,3,4
2022,"INSTITUTO DEL VALLE DE TEXMELUCAN, A. C.",TÉCNICO SUPERIOR UNIVERSITARIO EN GASTRONOMÍA,19,18,37
2022,INSTITUTO HENRI DUMAGT,LICENCIATURA EN TRABAJO SOCIAL,7,7,14
2022,INSTITUTO JAIME TORRES BODET,LICENCIATURA EN EDUCACIÓN INICIAL,0,36,36
2022,INSTITUTO JAIME TORRES BODET,LICENCIATURA EN EDUCACIÓN PREESCOLAR,0,77,77
2022,INSTITUTO JAIME TORRES BODET,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN BIOLOGÍA,16,34,50
2022,INSTITUTO JAIME TORRES BODET,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN ESPAÑOL,18,44,62
2022,INSTITUTO JAIME TORRES BODET,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN LENGUA EXTRANJERA (INGLÉS),16,13,29
2022,INSTITUTO JAIME TORRES BODET,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN MATEMÁTICAS,22,25,47
2022,INSTITUTO LINGÜÍSTICO COMPUTACIONAL ALVART,LICENCIATURA EN ADMINISTRACIÓN Y DIRECCIÓN DE NEGOCIOS,31,28,59
2022,INSTITUTO LINGÜÍSTICO COMPUTACIONAL ALVART,LICENCIATURA EN COMERCIO INTERNACIONAL Y ADUANAS,15,17,32
2022,INSTITUTO LINGÜÍSTICO COMPUTACIONAL ALVART,LICENCIATURA EN DERECHO,86,92,178
2022,INSTITUTO LINGÜÍSTICO COMPUTACIONAL ALVART,LICENCIATURA EN DISEÑO GRÁFICO,67,49,116
2022,INSTITUTO LINGÜÍSTICO COMPUTACIONAL ALVART,LICENCIATURA EN INGENIERÍA EN SISTEMAS COMPUTACIONALES,43,10,53
2022,INSTITUTO LINGÜÍSTICO COMPUTACIONAL ALVART,LICENCIATURA EN LENGUAS MODERNAS APLICADAS,48,129,177
2022,INSTITUTO LINGÜÍSTICO COMPUTACIONAL ALVART,LICENCIATURA EN PROCESOS EDUCATIVOS,3,43,46
2022,INSTITUTO LINGÜÍSTICO COMPUTACIONAL ALVART,LICENCIATURA EN PSICOLOGÍA,68,236,304
2022,INSTITUTO LINGÜÍSTICO COMPUTACIONAL ALVART,LICENCIATURA EN TURISMO,73,150,223
2022,"INSTITUTO LUISA SCHEPPLER, S. C.",LICENCIATURA EN DESARROLLO INTEGRAL INFANTIL,3,402,405
2022,INSTITUTO MACUIL XÓCHITL,LICENCIATURA EN DANZA FOLKLÓRICA MEXICANA,52,38,90
2022,INSTITUTO MACUIL XÓCHITL,LICENCIATURA EN EXPRESIÓN ARTÍSTICA,51,41,92
2022,INSTITUTO MIXTECO DE EDUCACIÓN INTEGRAL,LICENCIATURA EN ADMINISTRACIÓN Y DIRECCIÓN DE ORGANIZACIONES,25,28,53
2022,INSTITUTO MIXTECO DE EDUCACIÓN INTEGRAL,LICENCIATURA EN COMUNICACIÓN SOCIAL,1,0,1
2022,INSTITUTO MIXTECO DE EDUCACIÓN INTEGRAL,LICENCIATURA EN DERECHO,26,15,41
2022,INSTITUTO MIXTECO DE EDUCACIÓN INTEGRAL,LICENCIATURA EN DISEÑO ARTÍSTICO Y PUBLICITARIO,0,2,2
2022,INSTITUTO MIXTECO DE EDUCACIÓN INTEGRAL,LICENCIATURA EN DISEÑO URBANO,1,1,2
2022,INSTITUTO MIXTECO DE EDUCACIÓN INTEGRAL,LICENCIATURA EN IDIOMAS,11,9,20
2022,INSTITUTO MIXTECO DE EDUCACIÓN INTEGRAL,LICENCIATURA EN SISTEMAS COMPUTACIONALES E INFORMÁTICA,1,4,5
2022,INSTITUTO NORMAL MÉXICO,LICENCIATURA EN EDUCACIÓN PREESCOLAR,0,48,48
2022,INSTITUTO NORMAL QUEVEDO S.C.,LICENCIATURA EN EDUCACIÓN PRIMARIA,9,22,31
2022,INSTITUTO PALAFOXIANO DE ESTUDIOS SUPERIORES,LICENCIATURA EN CIENCIAS RELIGIOSAS,51,9,60
2022,INSTITUTO PALAFOXIANO DE ESTUDIOS SUPERIORES,LICENCIATURA EN FILOSOFÍA,67,0,67
2022,INSTITUTO PARA LA PREVENCIÓN DE RIESGOS LABORALES,LICENCIATURA EN INGENIERÍA EN SEGURIDAD E HIGIENE,41,20,61
2022,INSTITUTO PEDAGÓGICO MARIA MONTESSORI,LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS,15,10,25
2022,INSTITUTO PEDAGÓGICO MARIA MONTESSORI,LICENCIATURA EN ATENCIÓN Y DESARROLLO INFANTIL,0,58,58
2022,INSTITUTO PEDAGÓGICO MARIA MONTESSORI,LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN,14,33,47
2022,INSTITUTO PEDAGÓGICO MARIA MONTESSORI,LICENCIATURA EN DERECHO,42,40,82
2022,INSTITUTO PEDAGÓGICO MARIA MONTESSORI,LICENCIATURA EN PSICOLOGÍA,80,198,278
2022,INSTITUTO PEDAGÓGICO MARIA MONTESSORI,LICENCIATURA EN CIENCIAS DEL DEPORTE Y DESARROLLO FÍSICO,7,2,9
2022,INSTITUTO POBLANO DE ESTUDIOS SUPERIORES A.C.,INGENIERÍA EN CIENCIAS DE LA COMPUTACIÓN,9,5,14
2022,INSTITUTO POBLANO DE ESTUDIOS SUPERIORES A.C.,LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS,12,18,30
2022,INSTITUTO POBLANO DE ESTUDIOS SUPERIORES A.C.,LICENCIATURA EN CONTADURÍA PÚBLICA,14,27,41
2022,INSTITUTO POBLANO DE ESTUDIOS SUPERIORES A.C.,LICENCIATURA EN DERECHO Y CIENCIAS SOCIALES,31,57,88
2022,INSTITUTO PROFESIONAL DE DESARROLLO INTEGRAL,DIRECCIÓN Y ADMINISTRACIÓN DE NEGOCIOS,28,13,41
2022,INSTITUTO PROFESIONAL DE DESARROLLO INTEGRAL,LICENCIATURA EN CIENCIAS DE LA COMUNICACIÓN,1,3,4
2022,INSTITUTO PROFESIONAL DE DESARROLLO INTEGRAL,LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN PSICOLOGÍA CLÍNICA,12,35,47
2022,INSTITUTO PROFESIONAL DE DESARROLLO INTEGRAL,LICENCIATURA EN DERECHO,8,5,13
2022,INSTITUTO SUIZO DE GASTRONOMÍA Y HOTELERÍA,LICENCIATURA EN ADMINISTRACIÓN DE HOTELES Y RESTAURANTES,32,91,123
2022,INSTITUTO SUIZO DE GASTRONOMÍA Y HOTELERÍA,LICENCIATURA EN GASTRONOMÍA,238,290,528
2022,INSTITUTO SUIZO DE GASTRONOMÍA Y HOTELERÍA,LICENCIATURA EN NUTRICIÓN Y TECNOLOGÍA DE LOS ALIMENTOS,3,17,20
2022,INSTITUTO SUIZO DE GASTRONOMÍA Y HOTELERÍA,PROFESIONAL ASOCIADO SOMMELIER,9,4,13
2022,INSTITUTO SUIZO DE GASTRONOMÍA Y HOTELERÍA,PROFESIONAL ASOCIADO EN PANADERÍA Y REPOSTERÍA INTERNACIONAL,7,10,17
2022,"INSTITUTO SUPERIOR DE LA SIERRA, PLANTEL ZARAGOZA",LICENCIATURA EN ARQUITECTURA,33,6,39
2022,"INSTITUTO SUPERIOR DE LA SIERRA, PLANTEL ZARAGOZA",LICENCIATURA EN CONTADURÍA PÚBLICA,3,9,12
2022,"INSTITUTO SUPERIOR DE LA SIERRA, PLANTEL ZARAGOZA",LICENCIATURA EN DERECHO,30,38,68
2022,"INSTITUTO SUPERIOR DE LA SIERRA, PLANTEL ZARAGOZA",LICENCIATURA EN INFORMÁTICA,8,3,11
2022,INSTITUTO SUPERIOR DE MÚSICA ESPERANZA AZTECA,LICENCIATURA EN MÚSICA,26,22,48
2022,INSTITUTO SUPERIOR EN CIENCIAS PARA LA SEGURIDAD Y POLICIALES,LICENCIATURA EN CIENCIAS POLICIALES,0,0,0
2022,INSTITUTO TECNOLÓGICO DE PUEBLA,INGENIERÍA ELECTRÓNICA,659,102,761
2022,INSTITUTO TECNOLÓGICO DE PUEBLA,INGENIERÍA EN ELÉCTRICA,361,43,404
2022,INSTITUTO TECNOLÓGICO DE PUEBLA,INGENIERÍA EN ELECTRÓNICA,0,0,0
2022,INSTITUTO TECNOLÓGICO DE PUEBLA,INGENIERÍA EN GESTIÓN EMPRESARIAL,264,348,612
2022,INSTITUTO TECNOLÓGICO DE PUEBLA,INGENIERÍA EN LOGÍSTICA,344,290,634
2022,INSTITUTO TECNOLÓGICO DE PUEBLA,INGENIERÍA EN TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIÓN,426,193,619
2022,INSTITUTO TECNOLÓGICO DE PUEBLA,INGENIERÍA INDUSTRIAL,"1,537",764,"2,301"
2022,INSTITUTO TECNOLÓGICO DE PUEBLA,INGENIERÍA MECÁNICA,"1,103",81,"1,184"
2022,INSTITUTO TECNOLÓGICO DE PUEBLA,LICENCIATURA EN ADMINISTRACIÓN,230,319,549
2022,INSTITUTO TECNOLÓGICO DE PUEBLA,LICENCIATURA EN INFORMÁTICA,0,0,0
2022,INSTITUTO TECNOLÓGICO DE TECOMATLAN,INGENIERÍA EN AGRONOMÍA,280,178,458
2022,INSTITUTO TECNOLÓGICO DE TECOMATLAN,INGENIERÍA EN GESTIÓN EMPRESARIAL,92,111,203
2022,INSTITUTO TECNOLÓGICO DE TECOMATLAN,INGENIERÍA EN SISTEMAS COMPUTACIONALES,123,72,195
2022,INSTITUTO TECNOLÓGICO DE TEHUACÁN,CONTADOR PÚBLICO,121,315,436
2022,INSTITUTO TECNOLÓGICO DE TEHUACÁN,INGENIERÍA BIOQUÍMICA,125,253,378
2022,INSTITUTO TECNOLÓGICO DE TEHUACÁN,INGENIERÍA CIVIL,648,129,777
2022,INSTITUTO TECNOLÓGICO DE TEHUACÁN,INGENIERÍA ELECTRÓNICA,106,9,115
2022,INSTITUTO TECNOLÓGICO DE TEHUACÁN,INGENIERÍA EN GESTIÓN EMPRESARIAL,37,90,127
2022,INSTITUTO TECNOLÓGICO DE TEHUACÁN,INGENIERÍA EN LOGÍSTICA,28,42,70
2022,INSTITUTO TECNOLÓGICO DE TEHUACÁN,INGENIERÍA EN MECATRÓNICA,426,35,461
2022,INSTITUTO TECNOLÓGICO DE TEHUACÁN,INGENIERÍA EN SISTEMAS COMPUTACIONALES,238,96,334
2022,INSTITUTO TECNOLÓGICO DE TEHUACÁN,INGENIERÍA INDUSTRIAL,292,146,438
2022,INSTITUTO TECNOLÓGICO DE TEHUACÁN,LICENCIATURA EN ADMINISTRACIÓN,114,200,314
2022,INSTITUTO TECNOLÓGICO DE TEHUACÁN,LICENCIATURA EN CONTADURÍA PÚBLICA,0,0,0
2022,INSTITUTO TECNOLÓGICO SUPERIOR DE ACATLÁN DE OSORIO,INGENIERÍA ELECTRÓNICA,84,8,92
2022,INSTITUTO TECNOLÓGICO SUPERIOR DE ACATLÁN DE OSORIO,INGENIERÍA EN GESTIÓN EMPRESARIAL,127,178,305
2022,INSTITUTO TECNOLÓGICO SUPERIOR DE ACATLÁN DE OSORIO,INGENIERÍA EN INDUSTRIAS ALIMENTARIAS,34,40,74
2022,INSTITUTO TECNOLÓGICO SUPERIOR DE ACATLÁN DE OSORIO,INGENIERÍA EN INFORMÁTICA,162,107,269
